cline,rep,group,Exp,dose,ncells,ncolonies,pe,norm_pe
GBM965,5.0,MSC-BMP4,r03,2.0,500.0,5.0,0.01,0.7142857142857144
GBM965,5.0,MSC-BMP4,r04,2.0,500.0,8.0,0.016,1.142857142857143
GBM965,5.0,MSC-EV,r04,2.0,500.0,8.0,0.016,1.1428571428571428
GBM965,5.0,BMP4,r04,2.0,500.0,4.0,0.008,0.5999999999999999
GBM965,5.0,FBS,r04,2.0,500.0,4.0,0.008,0.48000000000000004
GBM965,5.0,CTRL,r04,2.0,500.0,5.0,0.01,0.6521739130434783
QNS120,3.0,BMP4,r04,6.0,8000.0,2.0,0.00025,0.10714285714285714
QNS120,2.0,BMP4,r05,6.0,8000.0,5.0,0.000625,0.15625
QNS120,3.0,BMP4,r06,6.0,8000.0,6.0,0.00075,0.3214285714285714
QNS120,2.0,CTRL,r02,6.0,2000.0,3.0,0.0015,0.375
QNS120,2.0,CTRL,r03,6.0,2000.0,5.0,0.0025,0.625
QNS120,2.0,CTRL,r04,6.0,2000.0,3.0,0.0015,0.375
QNS120,2.0,CTRL,r05,6.0,2000.0,4.0,0.002,0.5
QNS120,2.0,CTRL,r06,6.0,2000.0,4.0,0.002,0.5
QNS120,2.0,CTRL,r01,4.0,1000.0,2.0,0.002,0.5
GBM965,5.0,CTRL,r05,2.0,500.0,7.0,0.014,0.9130434782608696
GBM965,5.0,FBS,r05,2.0,500.0,3.0,0.006,0.36
GBM965,5.0,BMP4,r05,2.0,500.0,5.0,0.01,0.7499999999999999
GBM965,5.0,MSC-EV,r05,2.0,500.0,8.0,0.016,1.1428571428571428
GBM965,5.0,MSC-BMP4,r05,2.0,500.0,7.0,0.014,1.0000000000000002
GBM965,5.0,MSC-BMP4,r06,2.0,500.0,8.0,0.016,1.142857142857143
GBM965,5.0,BMP4,r06,2.0,500.0,9.0,0.018,1.3499999999999996
GBM965,5.0,FBS,r06,2.0,500.0,9.0,0.018,1.0799999999999998
GBM965,5.0,CTRL,r06,2.0,500.0,6.0,0.012,0.782608695652174
QNS120,2.0,CTRL,r02,4.0,1000.0,2.0,0.002,0.5
QNS120,2.0,CTRL,r03,4.0,1000.0,4.0,0.004,1.0
QNS120,2.0,CTRL,r04,4.0,1000.0,3.0,0.003,0.75
QNS120,2.0,CTRL,r05,4.0,1000.0,4.0,0.004,1.0
QNS120,1.0,FBS,r01,2.0,500.0,1.0,0.002,0.5
QNS120,1.0,FBS,r04,2.0,500.0,2.0,0.004,1.0
QNS120,1.0,FBS,r05,2.0,500.0,1.0,0.002,0.5
QNS120,1.0,FBS,r02,2.0,500.0,1.0,0.002,0.5
QNS120,1.0,FBS,r03,2.0,500.0,1.0,0.002,0.5
GBM965,5.0,CTRL,r01,0.0,250.0,3.0,0.012,0.782608695652174
GBM965,5.0,FBS,r01,0.0,250.0,5.0,0.02,1.2
GBM965,5.0,BMP4,r01,0.0,250.0,4.0,0.016,1.1999999999999997
GBM965,5.0,MSC-EV,r01,0.0,250.0,3.0,0.012,0.8571428571428571
GBM965,5.0,MSC-BMP4,r01,0.0,250.0,4.0,0.016,1.142857142857143
GBM965,5.0,MSC-BMP4,r02,0.0,250.0,3.0,0.012,0.8571428571428572
GBM965,5.0,MSC-EV,r02,0.0,250.0,4.0,0.016,1.1428571428571428
GBM965,5.0,BMP4,r02,0.0,250.0,4.0,0.016,1.1999999999999997
GBM965,5.0,FBS,r02,0.0,250.0,3.0,0.012,0.72
GBM965,5.0,CTRL,r02,0.0,250.0,3.0,0.012,0.782608695652174
QNS120,1.0,FBS,r06,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,CTRL,r01,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,CTRL,r02,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,CTRL,r03,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,CTRL,r04,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,CTRL,r05,0.0,250.0,1.0,0.004,1.0
QNS120,2.0,CTRL,r06,0.0,250.0,1.0,0.004,1.0
QNS120,1.0,CTRL,r01,6.0,2000.0,3.0,0.0015,0.28125
QNS120,1.0,CTRL,r04,6.0,2000.0,2.0,0.001,0.1875
QNS120,1.0,CTRL,r05,6.0,2000.0,3.0,0.0015,0.28125
GBM965,5.0,CTRL,r03,0.0,250.0,4.0,0.016,1.0434782608695652
GBM965,5.0,FBS,r03,0.0,250.0,5.0,0.02,1.2
GBM965,5.0,BMP4,r03,0.0,250.0,5.0,0.02,1.4999999999999998
GBM965,5.0,MSC-EV,r03,0.0,250.0,2.0,0.008,0.5714285714285714
GBM965,5.0,MSC-BMP4,r03,0.0,250.0,4.0,0.016,1.142857142857143
GBM965,5.0,MSC-BMP4,r04,0.0,250.0,4.0,0.016,1.142857142857143
GBM965,5.0,MSC-EV,r04,0.0,250.0,4.0,0.016,1.1428571428571428
GBM965,5.0,BMP4,r04,0.0,250.0,3.0,0.012,0.8999999999999998
GBM965,5.0,FBS,r04,0.0,250.0,4.0,0.016,0.9600000000000001
GBM965,5.0,CTRL,r04,0.0,250.0,5.0,0.02,1.3043478260869565
QNS120,1.0,CTRL,r02,6.0,2000.0,3.0,0.0015,0.28125
QNS120,1.0,CTRL,r06,6.0,2000.0,2.0,0.001,0.1875
QNS120,1.0,CTRL,r01,4.0,1000.0,5.0,0.005,0.9375
QNS120,1.0,CTRL,r05,4.0,1000.0,3.0,0.003,0.5625
QNS120,1.0,CTRL,r02,4.0,1000.0,3.0,0.003,0.5625
QNS120,1.0,CTRL,r03,4.0,1000.0,3.0,0.003,0.5625
QNS120,1.0,CTRL,r06,4.0,1000.0,5.0,0.005,0.9375
QNS120,1.0,MSC-BMP4,r01,2.0,500.0,2.0,0.004,0.42857142857142855
GBM965,5.0,CTRL,r05,0.0,250.0,4.0,0.016,1.0434782608695652
GBM965,5.0,FBS,r05,0.0,250.0,4.0,0.016,0.9600000000000001
GBM965,5.0,BMP4,r05,0.0,250.0,2.0,0.008,0.5999999999999999
GBM965,5.0,MSC-EV,r05,0.0,250.0,5.0,0.02,1.4285714285714286
GBM965,5.0,MSC-BMP4,r05,0.0,250.0,3.0,0.012,0.8571428571428572
GBM965,5.0,MSC-BMP4,r06,0.0,250.0,3.0,0.012,0.8571428571428572
GBM965,5.0,MSC-EV,r06,0.0,250.0,3.0,0.012,0.8571428571428571
GBM965,5.0,BMP4,r06,0.0,250.0,2.0,0.008,0.5999999999999999
GBM965,5.0,FBS,r06,0.0,250.0,4.0,0.016,0.9600000000000001
GBM965,5.0,CTRL,r06,0.0,250.0,4.0,0.016,1.0434782608695652
QNS120,1.0,MSC-BMP4,r04,2.0,500.0,4.0,0.008,0.8571428571428571
QNS120,1.0,MSC-BMP4,r05,2.0,500.0,2.0,0.004,0.42857142857142855
QNS120,1.0,MSC-BMP4,r03,2.0,500.0,4.0,0.008,0.8571428571428571
QNS120,1.0,MSC-BMP4,r06,2.0,500.0,3.0,0.006,0.6428571428571428
GBM1a,5.0,CTRL,r01,0.0,250.0,79.0,0.316,1.1205673758865247
GBM1a,5.0,FBS,r01,0.0,250.0,82.0,0.328,1.0904255319148937
GBM1a,5.0,BMP4,r01,0.0,250.0,19.0,0.076,0.957983193277311
GBM1a,5.0,MSC-EV,r01,0.0,250.0,92.0,0.368,1.3205741626794258
GBM1a,5.0,MSC-BMP4,r01,0.0,250.0,55.0,0.22,1.1363636363636365
GBM1a,5.0,MSC-BMP4,r01,0.0,250.0,39.0,0.156,0.8057851239669421
GBM1a,5.0,MSC-EV,r01,0.0,250.0,71.0,0.284,1.0191387559808611
GBM1a,5.0,BMP4,r01,0.0,250.0,17.0,0.068,0.8571428571428573
GBM1a,5.0,FBS,r01,0.0,250.0,74.0,0.296,0.9840425531914893
GBM1a,5.0,CTRL,r01,0.0,250.0,73.0,0.292,1.0354609929078014
GBM1a,5.0,CTRL,r02,0.0,250.0,57.0,0.228,0.8085106382978723
GBM1a,5.0,FBS,r02,0.0,250.0,66.0,0.264,0.8776595744680851
GBM1a,5.0,BMP4,r02,0.0,250.0,17.0,0.068,0.8571428571428573
GBM1a,5.0,MSC-EV,r02,0.0,250.0,59.0,0.236,0.84688995215311
GBM1a,5.0,MSC-BMP4,r02,0.0,250.0,62.0,0.248,1.28099173553719
GBM1a,5.0,MSC-BMP4,r02,0.0,250.0,35.0,0.14,0.7231404958677687
GBM1a,5.0,MSC-EV,r02,0.0,250.0,55.0,0.22,0.7894736842105263
GBM1a,5.0,BMP4,r02,0.0,250.0,21.0,0.084,1.058823529411765
GBM1a,5.0,CTRL,r02,0.0,250.0,57.0,0.228,0.8085106382978723
GBM1a,5.0,CTRL,r03,0.0,250.0,73.0,0.292,1.0354609929078014
GBM1a,5.0,FBS,r03,0.0,250.0,89.0,0.356,1.1835106382978722
GBM1a,5.0,BMP4,r03,0.0,250.0,22.0,0.088,1.1092436974789917
GBM1a,5.0,MSC-EV,r03,0.0,250.0,63.0,0.252,0.9043062200956937
GBM1a,5.0,MSC-BMP4,r03,0.0,250.0,51.0,0.204,1.0537190082644627
GBM1a,5.0,MSC-EV,r03,0.0,250.0,78.0,0.312,1.1196172248803828
GBM1a,5.0,BMP4,r03,0.0,250.0,23.0,0.092,1.1596638655462186
GBM1a,5.0,FBS,r03,0.0,250.0,65.0,0.26,0.8643617021276596
GBM1a,5.0,CTRL,r03,0.0,250.0,84.0,0.336,1.1914893617021276
GBM1a,5.0,CTRL,r01,2.0,500.0,69.0,0.138,0.48936170212765956
GBM1a,5.0,FBS,r01,2.0,500.0,58.0,0.116,0.38563829787234044
GBM1a,5.0,BMP4,r01,2.0,500.0,15.0,0.03,0.3781512605042017
GBM1a,5.0,MSC-EV,r01,2.0,500.0,65.0,0.13,0.4665071770334928
GBM1a,5.0,MSC-BMP4,r01,2.0,500.0,26.0,0.052,0.26859504132231404
GBM1a,5.0,MSC-BMP4,r02,2.0,500.0,18.0,0.036,0.1859504132231405
GBM1a,5.0,MSC-EV,r02,2.0,500.0,66.0,0.132,0.4736842105263158
GBM1a,5.0,BMP4,r02,2.0,500.0,5.0,0.01,0.12605042016806725
GBM1a,5.0,FBS,r02,2.0,500.0,63.0,0.126,0.41888297872340424
GBM1a,5.0,CTRL,r02,2.0,500.0,71.0,0.142,0.5035460992907801
GBM1a,5.0,CTRL,r03,2.0,500.0,72.0,0.144,0.5106382978723404
GBM1a,5.0,FBS,r03,2.0,500.0,59.0,0.118,0.39228723404255317
GBM1a,5.0,BMP4,r03,2.0,500.0,13.0,0.026,0.3277310924369748
GBM1a,5.0,MSC-EV,r03,2.0,500.0,57.0,0.114,0.4090909090909091
GBM1a,5.0,MSC-BMP4,r04,2.0,500.0,28.0,0.056,0.2892561983471075
GBM1a,5.0,MSC-EV,r04,2.0,500.0,45.0,0.09,0.32296650717703346
GBM1a,5.0,BMP4,r04,2.0,500.0,9.0,0.018,0.226890756302521
GBM1a,5.0,FBS,r04,2.0,500.0,46.0,0.092,0.3058510638297872
GBM1a,5.0,CTRL,r04,2.0,500.0,57.0,0.114,0.40425531914893614
GBM1a,5.0,CTRL,r05,2.0,500.0,67.0,0.134,0.47517730496453897
GBM1a,5.0,FBS,r05,2.0,500.0,66.0,0.132,0.43882978723404253
GBM1a,5.0,BMP4,r05,2.0,500.0,11.0,0.022,0.2773109243697479
GBM1a,5.0,MSC-EV,r05,2.0,500.0,46.0,0.092,0.33014354066985646
GBM1a,5.0,MSC-BMP4,r05,2.0,500.0,15.0,0.03,0.15495867768595042
GBM1a,5.0,MSC-BMP4,r06,2.0,500.0,16.0,0.032,0.1652892561983471
GBM1a,5.0,MSC-EV,r06,2.0,500.0,42.0,0.084,0.3014354066985646
GBM1a,5.0,BMP4,r06,2.0,500.0,8.0,0.016,0.2016806722689076
GBM1a,5.0,FBS,r06,2.0,500.0,57.0,0.114,0.37898936170212766
GBM1a,5.0,CTRL,r06,2.0,500.0,62.0,0.124,0.43971631205673756
GBM1a,5.0,FBS,r01,4.0,1000.0,43.0,0.043,0.14295212765957446
GBM1a,5.0,BMP4,r01,4.0,1000.0,4.0,0.004,0.0504201680672269
GBM1a,5.0,MSC-EV,r01,4.0,1000.0,15.0,0.015,0.053827751196172245
GBM1a,5.0,MSC-BMP4,r01,4.0,1000.0,11.0,0.011,0.056818181818181816
GBM1a,5.0,MSC-BMP4,r02,4.0,1000.0,5.0,0.005,0.025826446280991736
GBM1a,5.0,MSC-EV,r02,4.0,1000.0,14.0,0.014,0.050239234449760764
GBM1a,5.0,BMP4,r02,4.0,1000.0,3.0,0.003,0.03781512605042017
GBM1a,5.0,FBS,r02,4.0,1000.0,27.0,0.027,0.08976063829787234
GBM1a,5.0,CTRL,r02,4.0,1000.0,41.0,0.041,0.1453900709219858
GBM1a,5.0,CTRL,r03,4.0,1000.0,27.0,0.027,0.09574468085106382
GBM1a,5.0,FBS,r03,4.0,1000.0,18.0,0.018,0.05984042553191489
GBM1a,5.0,BMP4,r03,4.0,1000.0,3.0,0.003,0.03781512605042017
GBM1a,5.0,MSC-EV,r03,4.0,1000.0,9.0,0.009,0.032296650717703344
GBM1a,5.0,MSC-BMP4,r03,4.0,1000.0,11.0,0.011,0.056818181818181816
GBM1a,5.0,MSC-BMP4,r04,4.0,1000.0,4.0,0.004,0.02066115702479339
GBM1a,5.0,MSC-EV,r04,4.0,1000.0,11.0,0.011,0.039473684210526314
GBM1a,5.0,BMP4,r04,4.0,1000.0,1.0,0.001,0.012605042016806725
GBM1a,5.0,CTRL,r04,4.0,1000.0,27.0,0.027,0.09574468085106382
GBM1a,5.0,FBS,r05,4.0,1000.0,24.0,0.024,0.0797872340425532
GBM1a,5.0,BMP4,r05,4.0,1000.0,3.0,0.003,0.03781512605042017
GBM1a,5.0,MSC-EV,r05,4.0,1000.0,15.0,0.015,0.053827751196172245
GBM1a,5.0,MSC-BMP4,r05,4.0,1000.0,8.0,0.008,0.04132231404958678
GBM1a,5.0,MSC-BMP4,r06,4.0,1000.0,8.0,0.008,0.04132231404958678
GBM1a,5.0,MSC-EV,r06,4.0,1000.0,14.0,0.014,0.050239234449760764
GBM1a,5.0,BMP4,r06,4.0,1000.0,3.0,0.003,0.03781512605042017
GBM1a,5.0,FBS,r06,4.0,1000.0,17.0,0.017,0.05651595744680851
GBM1a,5.0,CTRL,r06,4.0,1000.0,27.0,0.027,0.09574468085106382
GBM1a,5.0,CTRL,r01,6.0,2000.0,17.0,0.0085,0.030141843971631204
GBM1a,5.0,FBS,r01,6.0,2000.0,19.0,0.0095,0.031582446808510634
GBM1a,5.0,BMP4,r01,6.0,2000.0,2.0,0.001,0.012605042016806725
GBM1a,5.0,MSC-EV,r01,6.0,2000.0,14.0,0.007,0.025119617224880382
GBM1a,5.0,MSC-BMP4,r01,6.0,2000.0,6.0,0.003,0.015495867768595042
GBM1a,5.0,MSC-BMP4,r02,6.0,2000.0,6.0,0.003,0.015495867768595042
GBM1a,5.0,MSC-EV,r02,6.0,2000.0,11.0,0.0055,0.019736842105263157
GBM1a,5.0,BMP4,r02,6.0,2000.0,3.0,0.0015,0.018907563025210086
GBM1a,5.0,FBS,r02,6.0,2000.0,16.0,0.008,0.026595744680851064
GBM1a,5.0,CTRL,r03,6.0,2000.0,15.0,0.0075,0.02659574468085106
GBM1a,5.0,FBS,r03,6.0,2000.0,13.0,0.0065,0.021609042553191488
GBM1a,5.0,BMP4,r03,6.0,2000.0,1.0,0.0005,0.006302521008403362
GBM1a,5.0,MSC-EV,r03,6.0,2000.0,14.0,0.007,0.025119617224880382
GBM1a,5.0,MSC-BMP4,r03,6.0,2000.0,8.0,0.004,0.02066115702479339
GBM1a,5.0,MSC-EV,r04,6.0,2000.0,12.0,0.006,0.0215311004784689
GBM1a,5.0,BMP4,r04,6.0,2000.0,5.0,0.0025,0.03151260504201681
GBM1a,5.0,FBS,r04,6.0,2000.0,9.0,0.0045,0.014960106382978722
GBM1a,5.0,CTRL,r04,6.0,2000.0,15.0,0.0075,0.02659574468085106
GBM1a,5.0,CTRL,r05,6.0,2000.0,15.0,0.0075,0.02659574468085106
GBM1a,5.0,FBS,r05,6.0,2000.0,9.0,0.0045,0.014960106382978722
GBM1a,5.0,BMP4,r05,6.0,2000.0,4.0,0.002,0.02521008403361345
GBM1a,5.0,MSC-EV,r05,6.0,2000.0,18.0,0.009,0.032296650717703344
GBM1a,5.0,MSC-BMP4,r05,6.0,2000.0,9.0,0.0045,0.02324380165289256
GBM1a,5.0,MSC-BMP4,r06,6.0,2000.0,14.0,0.007,0.036157024793388434
GBM1a,5.0,MSC-EV,r06,6.0,2000.0,13.0,0.0065,0.023325358851674638
GBM1a,5.0,BMP4,r06,6.0,2000.0,2.0,0.001,0.012605042016806725
GBM1a,5.0,FBS,r06,6.0,2000.0,21.0,0.0105,0.034906914893617025
GBM1a,5.0,CTRL,r06,6.0,2000.0,23.0,0.0115,0.04078014184397163
QNS120,1.0,CTRL,r01,0.0,250.0,2.0,0.008,1.5
QNS120,1.0,CTRL,r04,0.0,250.0,1.0,0.004,0.75
QNS120,1.0,CTRL,r05,0.0,250.0,2.0,0.008,1.5
QNS120,1.0,CTRL,r02,0.0,250.0,1.0,0.004,0.75
QNS120,1.0,CTRL,r03,0.0,250.0,1.0,0.004,0.75
GBM965,4.0,MSC-BMP4,r02,6.0,2000.0,16.0,0.008,0.3225806451612903
GBM965,4.0,MSC-EV,r02,6.0,2000.0,12.0,0.006,0.3
GBM965,4.0,BMP4,r02,6.0,2000.0,5.0,0.0025,0.10714285714285714
GBM965,4.0,FBS,r02,6.0,2000.0,5.0,0.0025,0.08445945945945947
GBM965,4.0,CTRL,r02,6.0,2000.0,5.0,0.0025,0.13392857142857142
GBM965,4.0,FBS,r03,6.0,2000.0,11.0,0.0055,0.1858108108108108
GBM965,4.0,BMP4,r03,6.0,2000.0,5.0,0.0025,0.10714285714285714
GBM965,4.0,MSC-EV,r03,6.0,2000.0,6.0,0.003,0.15
GBM965,4.0,MSC-BMP4,r03,6.0,2000.0,12.0,0.006,0.24193548387096775
QNS120,1.0,CTRL,r06,0.0,250.0,1.0,0.004,0.75
QNS120,3.0,CTRL,r01,0.0,500.0,1.0,0.002,0.75
QNS120,3.0,CTRL,r02,0.0,500.0,1.0,0.002,0.75
QNS120,3.0,CTRL,r03,0.0,500.0,1.0,0.002,0.75
QNS120,3.0,CTRL,r04,0.0,500.0,1.0,0.002,0.75
QNS120,3.0,CTRL,r05,0.0,500.0,2.0,0.004,1.5
QNS120,3.0,CTRL,r06,0.0,500.0,2.0,0.004,1.5
QNS120,2.0,BMP4,r01,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,BMP4,r02,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,BMP4,r03,2.0,500.0,1.0,0.002,0.5
GBM965,4.0,MSC-BMP4,r06,6.0,2000.0,13.0,0.0065,0.2620967741935484
GBM965,4.0,MSC-EV,r06,6.0,2000.0,8.0,0.004,0.2
GBM965,4.0,BMP4,r06,6.0,2000.0,3.0,0.0015,0.06428571428571428
GBM965,4.0,FBS,r06,6.0,2000.0,7.0,0.0035,0.11824324324324326
GBM965,4.0,CTRL,r06,6.0,2000.0,12.0,0.006,0.3214285714285714
GBM965,4.0,CTRL,r01,6.0,2000.0,13.0,0.0065,0.34821428571428564
GBM965,4.0,FBS,r01,6.0,2000.0,9.0,0.0045,0.15202702702702703
GBM965,4.0,BMP4,r01,6.0,2000.0,4.0,0.002,0.08571428571428572
GBM965,4.0,MSC-EV,r01,6.0,2000.0,7.0,0.0035,0.175
GBM965,4.0,MSC-BMP4,r01,6.0,2000.0,9.0,0.0045,0.1814516129032258
QNS120,2.0,BMP4,r04,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,BMP4,r05,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,BMP4,r06,2.0,500.0,1.0,0.002,0.5
QNS120,3.0,CTRL,r01,4.0,2000.0,3.0,0.0015,0.5625
QNS120,2.0,CTRL,r02,4.0,2000.0,2.0,0.001,0.25
QNS120,3.0,CTRL,r03,4.0,2000.0,2.0,0.001,0.375
QNS120,2.0,CTRL,r04,4.0,2000.0,1.0,0.0005,0.125
QNS120,3.0,CTRL,r05,4.0,2000.0,2.0,0.001,0.375
QNS120,2.0,CTRL,r06,4.0,2000.0,1.0,0.0005,0.125
QNS120,3.0,CTRL,r01,5.0,4000.0,2.0,0.0005,0.1875
GBM965,4.0,MSC-BMP4,r04,6.0,2000.0,7.0,0.0035,0.14112903225806453
GBM965,4.0,MSC-EV,r04,6.0,2000.0,9.0,0.0045,0.22499999999999998
GBM965,4.0,BMP4,r04,6.0,2000.0,4.0,0.002,0.08571428571428572
GBM965,4.0,FBS,r04,6.0,2000.0,7.0,0.0035,0.11824324324324326
GBM965,4.0,CTRL,r04,6.0,2000.0,5.0,0.0025,0.13392857142857142
GBM965,4.0,CTRL,r05,6.0,2000.0,5.0,0.0025,0.13392857142857142
GBM965,4.0,FBS,r05,6.0,2000.0,8.0,0.004,0.13513513513513514
GBM965,4.0,BMP4,r05,6.0,2000.0,2.0,0.001,0.04285714285714286
GBM965,4.0,MSC-EV,r05,6.0,2000.0,6.0,0.003,0.15
GBM965,4.0,MSC-BMP4,r05,6.0,2000.0,14.0,0.007,0.28225806451612906
QNS120,2.0,CTRL,r02,5.0,4000.0,3.0,0.00075,0.1875
QNS120,3.0,CTRL,r03,5.0,4000.0,3.0,0.00075,0.28125
QNS120,2.0,CTRL,r04,5.0,4000.0,2.0,0.0005,0.125
QNS120,3.0,CTRL,r05,5.0,4000.0,2.0,0.0005,0.1875
QNS120,2.0,CTRL,r06,5.0,4000.0,3.0,0.00075,0.1875
QNS120,3.0,CTRL,r01,6.0,8000.0,5.0,0.000625,0.234375
QNS120,2.0,CTRL,r02,6.0,8000.0,4.0,0.0005,0.125
QNS120,3.0,CTRL,r03,6.0,8000.0,7.0,0.000875,0.328125
QNS120,2.0,CTRL,r04,6.0,8000.0,7.0,0.000875,0.21875
QNS120,3.0,CTRL,r05,6.0,8000.0,8.0,0.001,0.375
GBM965,4.0,MSC-BMP4,r02,4.0,1000.0,13.0,0.013,0.5241935483870968
GBM965,4.0,MSC-EV,r02,4.0,1000.0,7.0,0.007,0.35
GBM965,4.0,BMP4,r02,4.0,1000.0,6.0,0.006,0.2571428571428571
GBM965,4.0,FBS,r02,4.0,1000.0,11.0,0.011,0.3716216216216216
GBM965,4.0,CTRL,r02,4.0,1000.0,9.0,0.009,0.48214285714285704
GBM965,4.0,CTRL,r03,4.0,1000.0,7.0,0.007,0.375
GBM965,4.0,FBS,r03,4.0,1000.0,11.0,0.011,0.3716216216216216
GBM965,4.0,BMP4,r03,4.0,1000.0,7.0,0.007,0.3
GBM965,4.0,MSC-EV,r03,4.0,1000.0,6.0,0.006,0.3
GBM965,4.0,MSC-BMP4,r03,4.0,1000.0,12.0,0.012,0.4838709677419355
QNS120,2.0,CTRL,r06,6.0,8000.0,6.0,0.00075,0.1875
QNS120,2.0,MSC-EV,r01,6.0,2000.0,4.0,0.002,0.42857142857142855
QNS120,2.0,MSC-EV,r02,6.0,2000.0,3.0,0.0015,0.3214285714285714
QNS120,2.0,MSC-EV,r03,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r04,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r05,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r06,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r01,4.0,1000.0,2.0,0.002,0.42857142857142855
QNS120,2.0,MSC-EV,r02,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r03,4.0,1000.0,2.0,0.002,0.42857142857142855
GBM965,4.0,MSC-BMP4,r06,4.0,1000.0,14.0,0.014,0.5645161290322581
GBM965,4.0,MSC-EV,r06,4.0,1000.0,9.0,0.009,0.44999999999999996
GBM965,4.0,BMP4,r06,4.0,1000.0,9.0,0.009,0.3857142857142857
GBM965,4.0,FBS,r06,4.0,1000.0,6.0,0.006,0.20270270270270271
GBM965,4.0,CTRL,r06,4.0,1000.0,5.0,0.005,0.26785714285714285
GBM965,4.0,CTRL,r01,4.0,1000.0,6.0,0.006,0.3214285714285714
GBM965,4.0,BMP4,r01,4.0,1000.0,8.0,0.008,0.34285714285714286
GBM965,4.0,MSC-EV,r01,4.0,1000.0,12.0,0.012,0.6
GBM965,4.0,MSC-BMP4,r01,4.0,1000.0,14.0,0.014,0.5645161290322581
QNS120,2.0,MSC-EV,r04,4.0,1000.0,1.0,0.001,0.21428571428571427
QNS120,2.0,MSC-EV,r05,4.0,1000.0,3.0,0.003,0.6428571428571428
QNS120,2.0,MSC-EV,r06,4.0,1000.0,3.0,0.003,0.6428571428571428
QNS120,2.0,BMP4,r01,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,BMP4,r03,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,BMP4,r05,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,CTRL,r01,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,CTRL,r02,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,CTRL,r03,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,MSC-EV,r01,0.0,250.0,1.0,0.004,0.8571428571428571
GBM965,4.0,MSC-BMP4,r04,4.0,1000.0,11.0,0.011,0.4435483870967742
GBM965,4.0,MSC-EV,r04,4.0,1000.0,8.0,0.008,0.4
GBM965,4.0,BMP4,r04,4.0,1000.0,5.0,0.005,0.21428571428571427
GBM965,4.0,FBS,r04,4.0,1000.0,12.0,0.012,0.40540540540540543
GBM965,4.0,CTRL,r04,4.0,1000.0,4.0,0.004,0.21428571428571427
GBM965,4.0,CTRL,r05,4.0,1000.0,5.0,0.005,0.26785714285714285
GBM965,4.0,FBS,r05,4.0,1000.0,13.0,0.013,0.4391891891891892
GBM965,4.0,BMP4,r05,4.0,1000.0,6.0,0.006,0.2571428571428571
GBM965,4.0,MSC-EV,r05,4.0,1000.0,9.0,0.009,0.44999999999999996
GBM965,4.0,MSC-BMP4,r05,4.0,1000.0,11.0,0.011,0.4435483870967742
QNS120,2.0,MSC-EV,r02,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r03,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r04,0.0,250.0,2.0,0.008,1.7142857142857142
QNS120,2.0,MSC-EV,r05,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,2.0,MSC-EV,r06,0.0,250.0,1.0,0.004,0.8571428571428571
QNS120,1.0,MSC-EV,r01,6.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,1.0,MSC-EV,r04,6.0,2000.0,1.0,0.0005,0.10714285714285714
QNS120,1.0,MSC-EV,r05,6.0,2000.0,1.0,0.0005,0.10714285714285714
QNS120,1.0,MSC-EV,r02,6.0,2000.0,3.0,0.0015,0.3214285714285714
QNS120,1.0,MSC-EV,r03,6.0,2000.0,2.0,0.001,0.21428571428571427
GBM965,4.0,MSC-BMP4,r02,2.0,500.0,13.0,0.026,1.0483870967741935
GBM965,4.0,MSC-EV,r02,2.0,500.0,8.0,0.016,0.8
GBM965,4.0,BMP4,r02,2.0,500.0,12.0,0.024,1.0285714285714285
GBM965,4.0,CTRL,r02,2.0,500.0,8.0,0.016,0.8571428571428571
GBM965,4.0,CTRL,r03,2.0,500.0,8.0,0.016,0.8571428571428571
GBM965,4.0,FBS,r03,2.0,500.0,8.0,0.016,0.5405405405405406
GBM965,4.0,BMP4,r03,2.0,500.0,7.0,0.014,0.6
GBM965,4.0,MSC-EV,r03,2.0,500.0,5.0,0.01,0.5
