cline,rep,group,Exp,dose,ncells,ncolonies,pe,norm_pe
QNS166,1.0,BMP4,r02,6.0,8000.0,7.0,0.000875,0.4375
QNS315,1.0,CTRL,r01,4.0,2000.0,7.0,0.0035,0.875
QNS315,1.0,BMP4,r01,4.0,2000.0,5.0,0.0025,0.6818181818181818
GBM963,1.0,BMP4,r01,6.0,8000.0,21.0,0.002625,0.6057692307692308
GBM963,1.0,BMP4,r02,6.0,8000.0,14.0,0.00175,0.40384615384615385
GBM963,1.0,BMP4,r03,6.0,8000.0,19.0,0.002375,0.5480769230769231
QNS315,1.0,BMP4,r02,4.0,2000.0,6.0,0.003,0.8181818181818181
QNS315,1.0,CTRL,r02,4.0,2000.0,8.0,0.004,1.0
QNS166,1.0,BMP4,r03,6.0,8000.0,5.0,0.000625,0.3125
QNS166,1.0,BMP4,r04,6.0,8000.0,7.0,0.000875,0.4375
QNS166,1.0,BMP4,r05,6.0,8000.0,7.0,0.000875,0.4375
QNS166,1.0,BMP4,r06,6.0,8000.0,3.0,0.000375,0.1875
QNS315,1.0,CTRL,r03,4.0,2000.0,6.0,0.003,0.75
QNS315,1.0,BMP4,r03,4.0,2000.0,8.0,0.004,1.0909090909090908
GBM963,1.0,BMP4,r05,6.0,8000.0,33.0,0.004125,0.951923076923077
GBM963,1.0,BMP4,r06,6.0,8000.0,15.0,0.001875,0.4326923076923077
GBM963,1.0,CTRL,r01,0.0,500.0,1.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r02,0.0,500.0,1.0,0.002,0.8571428571428571
QNS315,1.0,BMP4,r04,4.0,2000.0,6.0,0.003,0.8181818181818181
QNS315,1.0,CTRL,r04,4.0,2000.0,6.0,0.003,0.75
QNS166,1.0,CTRL,r01,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,CTRL,r02,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,CTRL,r03,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,CTRL,r04,0.0,500.0,1.0,0.002,1.0
QNS315,1.0,CTRL,r05,4.0,2000.0,5.0,0.0025,0.625
QNS315,1.0,BMP4,r05,4.0,2000.0,4.0,0.002,0.5454545454545454
GBM963,1.0,CTRL,r03,0.0,500.0,1.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r04,0.0,500.0,1.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r05,0.0,500.0,1.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r06,0.0,500.0,2.0,0.004,1.7142857142857142
QNS315,1.0,BMP4,r06,4.0,2000.0,3.0,0.0015,0.40909090909090906
QNS315,1.0,CTRL,r06,4.0,2000.0,2.0,0.001,0.25
QNS166,1.0,CTRL,r05,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,CTRL,r06,0.0,500.0,1.0,0.002,1.0
QNS166,1.0,CTRL,r01,2.0,1000.0,2.0,0.002,1.0
QNS166,1.0,CTRL,r02,2.0,1000.0,1.0,0.001,0.5
QNS315,1.0,CTRL,r01,5.0,4000.0,8.0,0.002,0.5
QNS315,1.0,BMP4,r01,5.0,4000.0,4.0,0.001,0.2727272727272727
GBM963,1.0,CTRL,r01,2.0,1000.0,2.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r02,2.0,1000.0,3.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r03,2.0,1000.0,3.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r04,2.0,1000.0,2.0,0.002,0.8571428571428571
QNS315,1.0,BMP4,r02,5.0,4000.0,9.0,0.00225,0.6136363636363635
QNS315,1.0,CTRL,r02,5.0,4000.0,12.0,0.003,0.75
QNS166,1.0,CTRL,r03,2.0,1000.0,1.0,0.001,0.5
QNS166,1.0,CTRL,r04,2.0,1000.0,2.0,0.002,1.0
QNS166,1.0,CTRL,r05,2.0,1000.0,2.0,0.002,1.0
QNS166,1.0,CTRL,r06,2.0,1000.0,2.0,0.002,1.0
QNS315,1.0,CTRL,r03,5.0,4000.0,6.0,0.0015,0.375
QNS315,1.0,BMP4,r03,5.0,4000.0,5.0,0.00125,0.3409090909090909
GBM963,1.0,CTRL,r05,2.0,1000.0,3.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r06,2.0,1000.0,3.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r01,4.0,2000.0,4.0,0.002,0.8571428571428571
GBM963,1.0,CTRL,r02,4.0,2000.0,4.0,0.002,0.8571428571428571
QNS315,1.0,BMP4,r04,5.0,4000.0,7.0,0.00175,0.47727272727272724
QNS315,1.0,CTRL,r04,5.0,4000.0,2.0,0.0005,0.125
QNS166,1.0,CTRL,r01,4.0,2000.0,3.0,0.0015,0.75
QNS166,1.0,CTRL,r02,4.0,2000.0,2.0,0.001,0.5
QNS166,1.0,CTRL,r03,4.0,2000.0,3.0,0.0015,0.75
QNS166,1.0,CTRL,r04,4.0,2000.0,2.0,0.001,0.5
QNS315,1.0,CTRL,r05,5.0,4000.0,5.0,0.00125,0.3125
QNS315,1.0,BMP4,r05,5.0,4000.0,5.0,0.00125,0.3409090909090909
GBM963,1.0,CTRL,r03,4.0,2000.0,6.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r04,4.0,2000.0,5.0,0.0025,1.0714285714285714
GBM963,1.0,CTRL,r05,4.0,2000.0,8.0,0.004,1.7142857142857142
QNS315,1.0,BMP4,r06,5.0,4000.0,5.0,0.00125,0.3409090909090909
QNS315,1.0,CTRL,r06,5.0,4000.0,4.0,0.001,0.25
QNS166,1.0,CTRL,r06,4.0,2000.0,2.0,0.001,0.5
QNS166,1.0,CTRL,r01,5.0,4000.0,4.0,0.001,0.5
QNS166,1.0,CTRL,r02,5.0,4000.0,4.0,0.001,0.5
QNS315,1.0,CTRL,r01,6.0,8000.0,13.0,0.001625,0.40625
QNS315,1.0,BMP4,r01,6.0,8000.0,7.0,0.000875,0.23863636363636362
GBM963,1.0,CTRL,r01,5.0,4000.0,7.0,0.00175,0.75
GBM963,1.0,CTRL,r02,5.0,4000.0,11.0,0.00275,1.1785714285714284
GBM963,1.0,CTRL,r03,5.0,4000.0,12.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r04,5.0,4000.0,12.0,0.003,1.2857142857142856
QNS315,1.0,BMP4,r02,6.0,8000.0,14.0,0.00175,0.47727272727272724
QNS315,1.0,CTRL,r02,6.0,8000.0,9.0,0.001125,0.28125
QNS166,1.0,CTRL,r03,5.0,4000.0,4.0,0.001,0.5
QNS166,1.0,CTRL,r04,5.0,4000.0,5.0,0.00125,0.625
QNS166,1.0,CTRL,r05,5.0,4000.0,3.0,0.00075,0.375
QNS315,1.0,CTRL,r03,6.0,8000.0,14.0,0.00175,0.4375
QNS315,1.0,BMP4,r03,6.0,8000.0,18.0,0.00225,0.6136363636363635
GBM963,1.0,CTRL,r05,5.0,4000.0,16.0,0.004,1.7142857142857142
GBM963,1.0,CTRL,r06,5.0,4000.0,12.0,0.003,1.2857142857142856
GBM963,1.0,CTRL,r01,6.0,8000.0,22.0,0.00275,1.1785714285714284
GBM963,1.0,CTRL,r02,6.0,8000.0,14.0,0.00175,0.75
QNS315,1.0,BMP4,r04,6.0,8000.0,16.0,0.002,0.5454545454545454
QNS315,1.0,CTRL,r04,6.0,8000.0,14.0,0.00175,0.4375
QNS166,1.0,CTRL,r01,6.0,8000.0,11.0,0.001375,0.6875
QNS166,1.0,CTRL,r02,6.0,8000.0,8.0,0.001,0.5
QNS166,1.0,CTRL,r03,6.0,8000.0,7.0,0.000875,0.4375
QNS166,1.0,CTRL,r04,6.0,8000.0,6.0,0.00075,0.375
QNS315,1.0,BMP4,r05,6.0,8000.0,13.0,0.001625,0.4431818181818181
GBM963,1.0,CTRL,r03,6.0,8000.0,22.0,0.00275,1.1785714285714284
GBM963,1.0,CTRL,r04,6.0,8000.0,31.0,0.003875,1.6607142857142856
GBM963,1.0,CTRL,r05,6.0,8000.0,26.0,0.00325,1.3928571428571426
QNS315,1.0,BMP4,r06,6.0,8000.0,14.0,0.00175,0.47727272727272724
QNS315,1.0,CTRL,r06,6.0,8000.0,11.0,0.001375,0.34375
QNS166,1.0,CTRL,r05,6.0,8000.0,5.0,0.000625,0.3125
QNS166,1.0,CTRL,r06,6.0,8000.0,6.0,0.00075,0.375
QNS108,2.0,CTRL,r01,0.0,500.0,2.0,0.004,0.8571428571428571
QNS108,2.0,BMP4,r01,0.0,500.0,2.0,0.004,0.9230769230769231
QNS120,2.0,FBS,r01,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,FBS,r02,2.0,500.0,1.0,0.002,0.5
QNS522b,2.0,CTRL,r01,0.0,500.0,1.0,0.002,0.6
QNS522b,2.0,BMP4,r01,0.0,500.0,2.0,0.004,1.2
GBM549,3.0,CTRL,r01,0.0,500.0,2.0,0.004,0.8571428571428571
GBM549,3.0,BMP4,r01,0.0,500.0,3.0,0.006,1.0000000000000002
QNS657,1.0,CTRL,r01,0.0,500.0,5.0,0.01,2.1428571428571432
QNS657,1.0,CTRL,r02,0.0,500.0,2.0,0.004,0.8571428571428572
QNS657,1.0,CTRL,r03,0.0,500.0,3.0,0.006,1.2857142857142858
QNS657,1.0,CTRL,r04,0.0,500.0,1.0,0.002,0.4285714285714286
QNS522b,2.0,BMP4,r02,0.0,500.0,1.0,0.002,0.6
QNS522b,2.0,CTRL,r02,0.0,500.0,1.0,0.002,0.6
GBM549,3.0,BMP4,r02,0.0,500.0,4.0,0.008,1.3333333333333335
GBM549,3.0,CTRL,r02,0.0,500.0,2.0,0.004,0.8571428571428571
QNS120,2.0,FBS,r03,2.0,500.0,1.0,0.002,0.5
QNS120,2.0,FBS,r04,2.0,500.0,1.0,0.002,0.5
QNS108,2.0,BMP4,r02,0.0,500.0,3.0,0.006,1.3846153846153848
QNS108,2.0,CTRL,r02,0.0,500.0,1.0,0.002,0.42857142857142855
QNS108,2.0,CTRL,r03,0.0,500.0,2.0,0.004,0.8571428571428571
QNS108,2.0,BMP4,r03,0.0,500.0,2.0,0.004,0.9230769230769231
QNS120,2.0,FBS,r05,2.0,500.0,2.0,0.004,1.0
QNS120,2.0,FBS,r06,2.0,500.0,2.0,0.004,1.0
QNS522b,2.0,CTRL,r03,0.0,500.0,3.0,0.006,1.7999999999999998
QNS522b,2.0,BMP4,r03,0.0,500.0,2.0,0.004,1.2
GBM549,3.0,CTRL,r03,0.0,500.0,4.0,0.008,1.7142857142857142
GBM549,3.0,BMP4,r03,0.0,500.0,5.0,0.01,1.666666666666667
QNS657,1.0,CTRL,r05,0.0,500.0,2.0,0.004,0.8571428571428572
QNS657,1.0,CTRL,r06,0.0,500.0,1.0,0.002,0.4285714285714286
QNS657,1.0,CTRL,r01,2.0,1000.0,5.0,0.005,1.0714285714285716
QNS657,1.0,CTRL,r02,2.0,1000.0,4.0,0.004,0.8571428571428572
QNS522b,2.0,BMP4,r04,0.0,500.0,2.0,0.004,1.2
QNS522b,2.0,CTRL,r04,0.0,500.0,2.0,0.004,1.2
GBM549,3.0,BMP4,r04,0.0,500.0,2.0,0.004,0.6666666666666667
GBM549,3.0,CTRL,r04,0.0,500.0,2.0,0.004,0.8571428571428571
QNS120,1.0,FBS,r01,0.0,250.0,1.0,0.004,1.0
QNS120,1.0,FBS,r04,0.0,250.0,1.0,0.004,1.0
QNS108,2.0,BMP4,r04,0.0,500.0,3.0,0.006,1.3846153846153848
QNS108,2.0,CTRL,r04,0.0,500.0,4.0,0.008,1.7142857142857142
QNS108,2.0,CTRL,r05,0.0,500.0,2.0,0.004,0.8571428571428571
QNS108,2.0,BMP4,r05,0.0,500.0,1.0,0.002,0.46153846153846156
QNS120,1.0,FBS,r05,0.0,250.0,1.0,0.004,1.0
QNS120,1.0,FBS,r02,0.0,250.0,1.0,0.004,1.0
QNS522b,2.0,CTRL,r05,0.0,500.0,1.0,0.002,0.6
QNS522b,2.0,BMP4,r05,0.0,500.0,1.0,0.002,0.6
GBM549,3.0,CTRL,r05,0.0,500.0,3.0,0.006,1.2857142857142856
GBM549,3.0,BMP4,r05,0.0,500.0,1.0,0.002,0.33333333333333337
QNS657,1.0,CTRL,r03,2.0,1000.0,3.0,0.003,0.6428571428571429
QNS657,1.0,CTRL,r04,2.0,1000.0,2.0,0.002,0.4285714285714286
QNS657,1.0,CTRL,r05,2.0,1000.0,4.0,0.004,0.8571428571428572
QNS657,1.0,CTRL,r06,2.0,1000.0,5.0,0.005,1.0714285714285716
QNS522b,2.0,BMP4,r06,0.0,500.0,2.0,0.004,1.2
QNS522b,2.0,CTRL,r06,0.0,500.0,2.0,0.004,1.2
GBM549,3.0,BMP4,r06,0.0,500.0,3.0,0.006,1.0000000000000002
GBM549,3.0,CTRL,r06,0.0,500.0,1.0,0.002,0.42857142857142855
QNS120,1.0,FBS,r03,0.0,250.0,1.0,0.004,1.0
QNS120,1.0,FBS,r06,0.0,250.0,1.0,0.004,1.0
QNS108,2.0,BMP4,r06,0.0,500.0,2.0,0.004,0.9230769230769231
QNS108,2.0,CTRL,r06,0.0,500.0,3.0,0.006,1.2857142857142856
QNS108,2.0,CTRL,r01,2.0,1000.0,3.0,0.003,0.6428571428571428
QNS120,2.0,MSC-BMP4,r01,6.0,2000.0,3.0,0.0015,0.24999999999999997
QNS120,2.0,MSC-BMP4,r02,6.0,2000.0,2.0,0.001,0.16666666666666663
QNS522b,2.0,CTRL,r01,2.0,1000.0,4.0,0.004,1.2
GBM549,3.0,CTRL,r01,2.0,1000.0,4.0,0.004,0.8571428571428571
GBM549,2.0,BMP4,r01,2.0,1000.0,5.0,0.005,0.625
QNS657,1.0,CTRL,r01,5.0,4000.0,7.0,0.00175,0.37500000000000006
QNS657,1.0,CTRL,r02,5.0,4000.0,5.0,0.00125,0.2678571428571429
QNS657,1.0,CTRL,r03,5.0,4000.0,6.0,0.0015,0.32142857142857145
QNS657,1.0,CTRL,r04,5.0,4000.0,5.0,0.00125,0.2678571428571429
QNS522b,2.0,BMP4,r02,2.0,1000.0,4.0,0.004,1.2
GBM549,3.0,BMP4,r02,2.0,1000.0,5.0,0.005,0.8333333333333335
GBM549,3.0,CTRL,r02,2.0,1000.0,4.0,0.004,0.8571428571428571
QNS120,2.0,MSC-BMP4,r03,6.0,2000.0,2.0,0.001,0.16666666666666663
QNS120,2.0,MSC-BMP4,r04,6.0,2000.0,2.0,0.001,0.16666666666666663
QNS108,2.0,BMP4,r02,2.0,1000.0,6.0,0.006,1.3846153846153848
QNS108,2.0,CTRL,r02,2.0,1000.0,2.0,0.002,0.42857142857142855
QNS108,2.0,CTRL,r03,2.0,1000.0,6.0,0.006,1.2857142857142856
QNS120,2.0,MSC-BMP4,r05,6.0,2000.0,3.0,0.0015,0.24999999999999997
QNS120,2.0,MSC-BMP4,r06,6.0,2000.0,2.0,0.001,0.16666666666666663
QNS522b,2.0,CTRL,r03,2.0,1000.0,4.0,0.004,1.2
GBM549,3.0,CTRL,r03,2.0,1000.0,5.0,0.005,1.0714285714285714
GBM549,2.0,BMP4,r03,2.0,1000.0,3.0,0.003,0.375
QNS657,1.0,CTRL,r05,5.0,4000.0,5.0,0.00125,0.2678571428571429
QNS657,1.0,CTRL,r06,5.0,4000.0,5.0,0.00125,0.2678571428571429
QNS657,1.0,CTRL,r01,6.0,8000.0,16.0,0.002,0.4285714285714286
QNS657,1.0,CTRL,r02,6.0,8000.0,17.0,0.002125,0.45535714285714296
QNS522b,2.0,BMP4,r04,2.0,1000.0,3.0,0.003,0.8999999999999999
GBM549,3.0,BMP4,r04,2.0,1000.0,2.0,0.002,0.33333333333333337
GBM549,3.0,CTRL,r04,2.0,1000.0,2.0,0.002,0.42857142857142855
QNS120,2.0,MSC-BMP4,r01,4.0,1000.0,2.0,0.002,0.33333333333333326
QNS120,2.0,MSC-BMP4,r02,4.0,1000.0,1.0,0.001,0.16666666666666663
QNS108,2.0,BMP4,r04,2.0,1000.0,3.0,0.003,0.6923076923076924
QNS108,2.0,CTRL,r04,2.0,1000.0,3.0,0.003,0.6428571428571428
QNS108,2.0,CTRL,r05,2.0,1000.0,4.0,0.004,0.8571428571428571
QNS120,2.0,MSC-BMP4,r03,4.0,1000.0,2.0,0.002,0.33333333333333326
QNS120,2.0,MSC-BMP4,r04,4.0,1000.0,1.0,0.001,0.16666666666666663
QNS522b,2.0,CTRL,r05,2.0,1000.0,1.0,0.001,0.3
GBM549,3.0,CTRL,r05,2.0,1000.0,2.0,0.002,0.42857142857142855
GBM549,2.0,BMP4,r05,2.0,1000.0,3.0,0.003,0.375
QNS657,1.0,CTRL,r03,6.0,8000.0,9.0,0.001125,0.24107142857142858
QNS657,1.0,CTRL,r05,6.0,8000.0,11.0,0.001375,0.29464285714285715
QNS657,1.0,CTRL,r06,6.0,8000.0,8.0,0.001,0.2142857142857143
QNS522b,2.0,BMP4,r06,2.0,1000.0,4.0,0.004,1.2
GBM549,3.0,BMP4,r06,2.0,1000.0,3.0,0.003,0.5000000000000001
GBM549,3.0,CTRL,r06,2.0,1000.0,2.0,0.002,0.42857142857142855
QNS120,2.0,MSC-BMP4,r05,4.0,1000.0,2.0,0.002,0.33333333333333326
QNS120,2.0,MSC-BMP4,r06,4.0,1000.0,1.0,0.001,0.16666666666666663
QNS108,2.0,BMP4,r06,2.0,1000.0,2.0,0.002,0.46153846153846156
QNS108,2.0,CTRL,r06,2.0,1000.0,2.0,0.002,0.42857142857142855
QNS108,2.0,CTRL,r01,4.0,2000.0,6.0,0.003,0.6428571428571428
QNS120,2.0,MSC-BMP4,r01,2.0,500.0,3.0,0.006,0.9999999999999999
QNS120,2.0,MSC-BMP4,r02,2.0,500.0,2.0,0.004,0.6666666666666665
QNS522b,2.0,CTRL,r01,4.0,2000.0,1.0,0.0005,0.15
GBM549,3.0,CTRL,r01,4.0,2000.0,2.0,0.001,0.21428571428571427
GBM549,2.0,BMP4,r01,4.0,2000.0,4.0,0.002,0.25
QNS657,2.0,CTRL,r01,0.0,500.0,1.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r02,0.0,500.0,2.0,0.004,1.333333333333333
QNS657,2.0,CTRL,r03,0.0,500.0,1.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r04,0.0,500.0,2.0,0.004,1.333333333333333
QNS522b,2.0,BMP4,r02,4.0,2000.0,3.0,0.0015,0.44999999999999996
GBM549,3.0,BMP4,r02,4.0,2000.0,4.0,0.002,0.33333333333333337
GBM549,3.0,CTRL,r02,4.0,2000.0,3.0,0.0015,0.3214285714285714
QNS120,2.0,MSC-BMP4,r03,2.0,500.0,1.0,0.002,0.33333333333333326
QNS120,2.0,MSC-BMP4,r04,2.0,500.0,1.0,0.002,0.33333333333333326
QNS108,2.0,BMP4,r02,4.0,2000.0,7.0,0.0035,0.8076923076923077
QNS108,2.0,CTRL,r02,4.0,2000.0,4.0,0.002,0.42857142857142855
QNS108,2.0,CTRL,r03,4.0,2000.0,6.0,0.003,0.6428571428571428
QNS120,2.0,MSC-BMP4,r05,2.0,500.0,1.0,0.002,0.33333333333333326
QNS120,2.0,MSC-BMP4,r06,2.0,500.0,1.0,0.002,0.33333333333333326
QNS522b,2.0,CTRL,r03,4.0,2000.0,1.0,0.0005,0.15
GBM549,3.0,CTRL,r03,4.0,2000.0,3.0,0.0015,0.3214285714285714
GBM549,2.0,BMP4,r03,4.0,2000.0,4.0,0.002,0.25
QNS657,2.0,CTRL,r05,0.0,500.0,1.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r06,0.0,500.0,2.0,0.004,1.333333333333333
QNS657,2.0,CTRL,r01,2.0,1000.0,3.0,0.003,0.9999999999999999
QNS657,2.0,CTRL,r02,2.0,1000.0,2.0,0.002,0.6666666666666665
QNS522b,2.0,BMP4,r04,4.0,2000.0,3.0,0.0015,0.44999999999999996
GBM549,3.0,BMP4,r04,4.0,2000.0,3.0,0.0015,0.25000000000000006
GBM549,3.0,CTRL,r04,4.0,2000.0,2.0,0.001,0.21428571428571427
QNS120,2.0,MSC-BMP4,r01,0.0,250.0,1.0,0.004,0.6666666666666665
QNS120,2.0,MSC-BMP4,r02,0.0,250.0,1.0,0.004,0.6666666666666665
QNS108,2.0,BMP4,r04,4.0,2000.0,3.0,0.0015,0.3461538461538462
QNS108,2.0,CTRL,r04,4.0,2000.0,5.0,0.0025,0.5357142857142857
QNS108,2.0,CTRL,r05,4.0,2000.0,6.0,0.003,0.6428571428571428
QNS120,2.0,MSC-BMP4,r03,0.0,250.0,2.0,0.008,1.333333333333333
QNS120,2.0,MSC-BMP4,r04,0.0,250.0,2.0,0.008,1.333333333333333
QNS522b,2.0,CTRL,r05,4.0,2000.0,2.0,0.001,0.3
GBM549,3.0,CTRL,r05,4.0,2000.0,2.0,0.001,0.21428571428571427
GBM549,2.0,BMP4,r05,4.0,2000.0,2.0,0.001,0.125
QNS657,2.0,CTRL,r03,2.0,1000.0,4.0,0.004,1.333333333333333
QNS657,2.0,CTRL,r04,2.0,1000.0,2.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r05,2.0,1000.0,2.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r06,2.0,1000.0,2.0,0.002,0.6666666666666665
QNS522b,2.0,BMP4,r06,4.0,2000.0,3.0,0.0015,0.44999999999999996
GBM549,3.0,BMP4,r06,4.0,2000.0,4.0,0.002,0.33333333333333337
GBM549,3.0,CTRL,r06,4.0,2000.0,4.0,0.002,0.42857142857142855
QNS120,2.0,MSC-BMP4,r05,0.0,250.0,1.0,0.004,0.6666666666666665
QNS120,2.0,MSC-BMP4,r06,0.0,250.0,2.0,0.008,1.333333333333333
QNS108,2.0,BMP4,r06,4.0,2000.0,2.0,0.001,0.23076923076923078
QNS108,2.0,CTRL,r06,4.0,2000.0,6.0,0.003,0.6428571428571428
QNS108,2.0,CTRL,r01,5.0,4000.0,12.0,0.003,0.6428571428571428
QNS120,1.0,MSC-BMP4,r01,6.0,2000.0,3.0,0.0015,0.1607142857142857
QNS120,1.0,MSC-BMP4,r04,6.0,2000.0,3.0,0.0015,0.1607142857142857
QNS522b,2.0,CTRL,r01,5.0,4000.0,2.0,0.0005,0.15
GBM549,3.0,CTRL,r01,5.0,4000.0,6.0,0.0015,0.3214285714285714
GBM549,2.0,BMP4,r01,5.0,4000.0,6.0,0.0015,0.1875
QNS657,1.0,CTRL,r01,4.0,2000.0,8.0,0.004,0.8571428571428572
QNS657,1.0,CTRL,r02,4.0,2000.0,5.0,0.0025,0.5357142857142858
QNS657,1.0,CTRL,r03,4.0,2000.0,9.0,0.0045,0.9642857142857143
QNS657,1.0,CTRL,r04,4.0,2000.0,7.0,0.0035,0.7500000000000001
QNS522b,2.0,BMP4,r02,5.0,4000.0,4.0,0.001,0.3
GBM549,3.0,BMP4,r02,5.0,4000.0,4.0,0.001,0.16666666666666669
GBM549,3.0,CTRL,r02,5.0,4000.0,4.0,0.001,0.21428571428571427
QNS120,1.0,MSC-BMP4,r05,6.0,2000.0,3.0,0.0015,0.1607142857142857
QNS120,1.0,MSC-BMP4,r02,6.0,2000.0,5.0,0.0025,0.26785714285714285
QNS108,2.0,BMP4,r02,5.0,4000.0,12.0,0.003,0.6923076923076924
QNS120,1.0,MSC-BMP4,r03,6.0,2000.0,6.0,0.003,0.3214285714285714
QNS522b,2.0,CTRL,r03,5.0,4000.0,2.0,0.0005,0.15
GBM549,3.0,CTRL,r03,5.0,4000.0,5.0,0.00125,0.26785714285714285
GBM549,2.0,BMP4,r03,5.0,4000.0,6.0,0.0015,0.1875
QNS657,1.0,CTRL,r05,4.0,2000.0,3.0,0.0015,0.32142857142857145
QNS657,1.0,CTRL,r06,4.0,2000.0,5.0,0.0025,0.5357142857142858
QNS657,2.0,CTRL,r01,4.0,2000.0,5.0,0.0025,0.8333333333333333
QNS522b,2.0,BMP4,r04,5.0,4000.0,3.0,0.00075,0.22499999999999998
GBM549,3.0,BMP4,r04,5.0,4000.0,1.0,0.00025,0.04166666666666667
GBM549,3.0,CTRL,r04,5.0,4000.0,3.0,0.00075,0.1607142857142857
QNS120,1.0,MSC-BMP4,r01,4.0,1000.0,3.0,0.003,0.3214285714285714
QNS120,1.0,MSC-BMP4,r04,4.0,1000.0,2.0,0.002,0.21428571428571427
QNS108,2.0,BMP4,r04,5.0,4000.0,4.0,0.001,0.23076923076923078
QNS108,2.0,CTRL,r04,5.0,4000.0,6.0,0.0015,0.3214285714285714
QNS108,2.0,CTRL,r05,5.0,4000.0,8.0,0.002,0.42857142857142855
QNS120,1.0,MSC-BMP4,r05,4.0,1000.0,3.0,0.003,0.3214285714285714
QNS120,1.0,MSC-BMP4,r02,4.0,1000.0,4.0,0.004,0.42857142857142855
QNS522b,2.0,CTRL,r05,5.0,4000.0,3.0,0.00075,0.22499999999999998
GBM549,3.0,CTRL,r05,5.0,4000.0,2.0,0.0005,0.10714285714285714
GBM549,2.0,BMP4,r05,5.0,4000.0,3.0,0.00075,0.09375
QNS657,2.0,CTRL,r03,4.0,2000.0,2.0,0.001,0.33333333333333326
QNS657,2.0,CTRL,r04,4.0,2000.0,3.0,0.0015,0.49999999999999994
QNS657,2.0,CTRL,r05,4.0,2000.0,4.0,0.002,0.6666666666666665
QNS657,2.0,CTRL,r06,4.0,2000.0,2.0,0.001,0.33333333333333326
QNS522b,2.0,BMP4,r06,5.0,4000.0,5.0,0.00125,0.375
GBM549,3.0,BMP4,r06,5.0,4000.0,4.0,0.001,0.16666666666666669
GBM549,3.0,CTRL,r06,5.0,4000.0,3.0,0.00075,0.1607142857142857
QNS120,1.0,MSC-BMP4,r03,4.0,1000.0,2.0,0.002,0.21428571428571427
QNS120,1.0,MSC-BMP4,r06,4.0,1000.0,4.0,0.004,0.42857142857142855
QNS108,2.0,BMP4,r06,5.0,4000.0,5.0,0.00125,0.2884615384615385
QNS108,2.0,CTRL,r06,5.0,4000.0,5.0,0.00125,0.26785714285714285
QNS108,2.0,CTRL,r01,6.0,8000.0,21.0,0.002625,0.5625
QNS120,3.0,BMP4,r02,2.0,1000.0,2.0,0.002,0.8571428571428571
QNS120,3.0,BMP4,r04,2.0,1000.0,1.0,0.001,0.42857142857142855
QNS522b,2.0,CTRL,r01,6.0,8000.0,5.0,0.000625,0.1875
GBM549,3.0,CTRL,r01,6.0,8000.0,5.0,0.000625,0.13392857142857142
GBM549,2.0,BMP4,r01,6.0,8000.0,6.0,0.00075,0.09375
QNS657,2.0,CTRL,r01,5.0,4000.0,5.0,0.00125,0.41666666666666663
QNS657,2.0,CTRL,r02,5.0,4000.0,5.0,0.00125,0.41666666666666663
QNS657,2.0,CTRL,r03,5.0,4000.0,6.0,0.0015,0.49999999999999994
QNS657,2.0,CTRL,r04,5.0,4000.0,4.0,0.001,0.33333333333333326
QNS522b,2.0,BMP4,r02,6.0,8000.0,7.0,0.000875,0.2625
GBM549,3.0,BMP4,r02,6.0,8000.0,9.0,0.001125,0.1875
GBM549,3.0,CTRL,r02,6.0,8000.0,6.0,0.00075,0.1607142857142857
QNS120,3.0,BMP4,r06,2.0,1000.0,2.0,0.002,0.8571428571428571
QNS120,3.0,CTRL,r01,2.0,1000.0,2.0,0.002,0.75
QNS108,2.0,BMP4,r02,6.0,8000.0,23.0,0.002875,0.6634615384615384
QNS108,2.0,CTRL,r02,6.0,8000.0,17.0,0.002125,0.45535714285714285
QNS120,3.0,CTRL,r03,2.0,1000.0,1.0,0.001,0.375
QNS120,3.0,CTRL,r05,2.0,1000.0,1.0,0.001,0.375
QNS522b,2.0,CTRL,r03,6.0,8000.0,12.0,0.0015,0.44999999999999996
GBM549,3.0,CTRL,r03,6.0,8000.0,14.0,0.00175,0.375
GBM549,2.0,BMP4,r03,6.0,8000.0,8.0,0.001,0.125
QNS657,2.0,CTRL,r05,5.0,4000.0,4.0,0.001,0.33333333333333326
